home_team,away_team,date,home_goals,home_assists,home_pens_made,home_pens_att,home_shots,home_shots_on_target,home_cards_yellow,home_cards_red,home_touches,home_tackles,home_interceptions,home_blocks,home_xg,home_npxg,home_xg_assist,home_sca,home_gca,home_passes_completed,home_passes,home_passes_pct,home_progressive_passes,home_carries,home_progressive_carries,home_take_ons,home_take_ons_won,home_passes_total_distance,home_passes_progressive_distance,home_passes_completed_short,home_passes_short,home_passes_pct_short,home_passes_completed_medium,home_passes_medium,home_passes_pct_medium,home_passes_completed_long,home_passes_long,home_passes_pct_long,home_pass_xa,home_assisted_shots,home_passes_into_final_third,home_passes_into_penalty_area,home_crosses_into_penalty_area,home_passes_live,home_passes_dead,home_passes_free_kicks,home_through_balls,home_passes_switches,home_crosses,home_throw_ins,home_corner_kicks,home_corner_kicks_in,home_corner_kicks_out,home_corner_kicks_straight,home_passes_offsides,home_passes_blocked,home_tackles_won,home_tackles_def_3rd,home_tackles_mid_3rd,home_tackles_att_3rd,home_challenge_tackles,home_challenges,home_challenge_tackles_pct,home_challenges_lost,home_blocked_shots,home_blocked_passes,home_tackles_interceptions,home_clearances,home_errors,home_touches_def_pen_area,home_touches_def_3rd,home_touches_mid_3rd,home_touches_att_3rd,home_touches_att_pen_area,home_touches_live_ball,home_take_ons_won_pct,home_take_ons_tackled,home_take_ons_tackled_pct,home_carries_distance,home_carries_progressive_distance,home_carries_into_final_third,home_carries_into_penalty_area,home_miscontrols,home_dispossessed,home_passes_received,home_progressive_passes_received,home_cards_yellow_red,home_fouls,home_fouled,home_offsides,home_pens_won,home_pens_conceded,home_own_goals,home_ball_recoveries,home_aerials_won,home_aerials_lost,home_aerials_won_pct,away_goals,away_assists,away_pens_made,away_pens_att,away_shots,away_shots_on_target,away_cards_yellow,away_cards_red,away_touches,away_tackles,away_interceptions,away_blocks,away_xg,away_npxg,away_xg_assist,away_sca,away_gca,away_passes_completed,away_passes,away_passes_pct,away_progressive_passes,away_carries,away_progressive_carries,away_take_ons,away_take_ons_won,away_passes_total_distance,away_passes_progressive_distance,away_passes_completed_short,away_passes_short,away_passes_pct_short,away_passes_completed_medium,away_passes_medium,away_passes_pct_medium,away_passes_completed_long,away_passes_long,away_passes_pct_long,away_pass_xa,away_assisted_shots,away_passes_into_final_third,away_passes_into_penalty_area,away_crosses_into_penalty_area,away_passes_live,away_passes_dead,away_passes_free_kicks,away_through_balls,away_passes_switches,away_crosses,away_throw_ins,away_corner_kicks,away_corner_kicks_in,away_corner_kicks_out,away_corner_kicks_straight,away_passes_offsides,away_passes_blocked,away_tackles_won,away_tackles_def_3rd,away_tackles_mid_3rd,away_tackles_att_3rd,away_challenge_tackles,away_challenges,away_challenge_tackles_pct,away_challenges_lost,away_blocked_shots,away_blocked_passes,away_tackles_interceptions,away_clearances,away_errors,away_touches_def_pen_area,away_touches_def_3rd,away_touches_mid_3rd,away_touches_att_3rd,away_touches_att_pen_area,away_touches_live_ball,away_take_ons_won_pct,away_take_ons_tackled,away_take_ons_tackled_pct,away_carries_distance,away_carries_progressive_distance,away_carries_into_final_third,away_carries_into_penalty_area,away_miscontrols,away_dispossessed,away_passes_received,away_progressive_passes_received,away_cards_yellow_red,away_fouls,away_fouled,away_offsides,away_pens_won,away_pens_conceded,away_own_goals,away_ball_recoveries,away_aerials_won,away_aerials_lost,away_aerials_won_pct
Bournemouth,West Bromwich Albion,2018-03-17,2,1,0,0,17,5,1,0,720,19,7,13,0.7,0.7,0.4,33,4,472,598,78.9,47,400,33,17,6,9643,3075,160,195,82.1,239,284,84.2,72,110,65.5,0.5,11,43,6,1,552,45,7,0,7,18,27,3,0,1,0,1,11,10,11,4,4,7,10,70.0,3,5,8,26,25,0,60,234,304,189,27,720,35.3,11,64.7,2765,1442,27,5,13,10,472,47,0,6,9,1,0,0,0,59,17,19,47.2,1,1,0,0,11,5,2,0,522,21,15,15,1.6,1.6,1.5,21,2,271,392,69.1,35,279,13,10,3,5460,2366,115,134,85.8,107,140,76.4,44,100,44.0,1.6,9,27,9,7,352,39,7,2,3,19,21,2,1,1,0,1,10,12,9,8,4,11,17,64.7,6,5,10,36,26,0,62,193,210,123,23,522,30.0,7,70.0,1672,750,6,5,18,12,270,35,0,9,6,1,0,0,0,68,19,17,52.8
Huddersfield Town,Crystal Palace,2018-03-17,0,0,0,0,6,2,3,0,665,24,12,17,0.3,0.3,0.2,9,0,365,530,68.9,45,339,20,23,10,6002,2365,179,229,78.2,132,176,75.0,34,71,47.9,0.2,3,34,2,0,462,67,14,0,2,19,38,4,3,0,0,1,18,14,5,11,8,10,25,40.0,15,8,9,36,21,0,46,167,317,190,8,665,43.5,13,56.5,2007,929,21,2,14,16,361,45,0,11,12,1,0,1,0,68,20,32,38.5,2,0,1,1,17,4,2,0,606,29,22,18,2.7,1.9,0.9,28,3,299,440,68.0,29,262,17,25,15,5462,2882,131,165,79.4,119,158,75.3,38,79,48.1,0.8,11,20,4,0,384,54,8,1,2,14,29,7,5,0,0,2,12,18,21,7,1,13,23,56.5,10,1,17,51,35,1,71,228,261,125,21,605,60.0,10,40.0,1401,629,18,5,20,14,298,29,0,12,11,2,1,0,0,76,32,20,61.5
Liverpool,Watford,2018-03-17,5,4,0,0,13,10,1,0,721,18,8,15,2.4,2.4,1.7,22,9,505,631,80.0,47,405,22,22,14,9497,3323,190,228,83.3,259,298,86.9,47,79,59.5,2.0,9,36,15,3,581,44,7,4,4,13,26,6,4,1,0,6,10,13,8,7,3,6,14,42.9,8,1,14,26,14,0,54,162,426,138,34,721,63.6,7,31.8,2092,1052,13,9,13,23,499,46,0,5,4,6,0,0,0,63,17,20,45.9,0,0,0,0,4,1,0,0,563,30,13,10,0.4,0.4,0.3,8,0,322,459,70.2,24,322,11,14,8,5575,1955,173,202,85.6,108,147,73.5,34,82,41.5,0.3,3,18,5,2,414,42,9,1,6,12,23,0,0,0,0,3,15,28,15,12,3,7,21,33.3,14,1,9,43,25,1,67,197,283,89,7,563,57.1,6,42.9,1629,641,8,1,10,12,320,24,0,4,5,3,0,0,0,67,20,17,54.1
Crystal Palace,Liverpool,2018-03-31,1,0,1,1,5,2,2,0,475,25,8,14,1.9,1.1,1.0,10,2,215,354,60.7,25,250,17,21,15,3582,1777,106,138,76.8,75,118,63.6,23,70,32.9,0.3,3,20,4,0,308,45,7,2,0,15,22,4,4,0,0,1,10,17,11,11,3,8,18,44.4,10,5,9,33,31,2,69,167,227,90,11,474,71.4,6,28.6,1551,755,8,4,26,10,213,25,0,6,6,1,1,0,0,74,17,17,50.0,2,2,0,0,16,6,2,0,836,16,9,7,1.8,1.8,1.8,28,4,591,727,81.3,75,557,28,18,10,10398,3356,250,284,88.0,264,308,85.7,53,91,58.2,1.4,14,45,14,2,677,49,7,1,5,29,29,6,3,3,0,1,15,12,6,6,4,6,21,28.6,15,0,7,25,24,1,52,192,440,211,38,836,55.6,8,44.4,2890,1449,27,7,9,17,590,75,0,8,6,1,0,1,0,66,17,17,50.0
Manchester United,Swansea City,2018-03-31,2,1,0,0,11,5,0,0,871,17,13,6,2.2,2.2,2.1,19,2,695,787,88.3,52,532,27,19,10,10302,3162,357,379,94.2,235,262,89.7,46,69,66.7,1.7,10,38,15,2,743,39,13,3,4,19,16,3,2,0,1,5,11,12,7,5,5,7,12,58.3,5,1,5,30,15,0,50,179,473,223,28,871,52.6,9,47.4,2554,1304,24,5,11,8,690,51,0,5,13,5,0,0,0,53,11,4,73.3,0,0,0,0,3,2,0,0,498,17,11,10,0.2,0.2,0.1,4,0,314,406,77.3,22,303,9,12,5,5777,2232,142,164,86.6,123,141,87.2,43,85,50.6,0.5,2,23,7,3,361,44,10,0,2,14,19,3,2,1,0,1,7,12,9,5,3,9,19,47.4,10,2,8,28,28,0,65,189,227,86,12,498,41.7,7,58.3,1424,650,10,2,10,10,311,22,0,13,4,1,0,0,0,41,4,11,26.7
Brighton & Hove Albion,Leicester City,2018-03-31,0,0,0,1,14,2,2,0,532,11,12,2,1.8,1.0,0.8,24,0,303,439,69.0,39,270,14,19,12,5566,2146,142,162,87.7,110,147,74.8,43,93,46.2,0.6,10,23,5,1,378,55,12,2,7,25,31,6,4,0,1,6,19,6,3,5,3,5,12,41.7,7,0,2,23,24,0,46,165,235,135,20,531,63.2,7,36.8,1555,875,8,4,12,7,300,38,0,11,13,6,1,0,0,63,15,21,41.7,2,2,0,0,6,4,6,1,588,14,11,18,1.2,1.2,1.2,12,4,360,483,74.5,39,307,28,12,7,6099,2002,178,206,86.4,135,172,78.5,33,80,41.3,0.9,5,25,10,2,432,50,16,1,3,14,18,1,1,0,0,1,5,10,8,5,1,7,19,36.8,12,5,13,25,35,1,58,159,301,136,19,588,58.3,5,41.7,1971,1011,17,6,12,6,358,39,1,13,11,1,0,1,0,58,21,15,58.3
West Bromwich Albion,Burnley,2018-03-31,1,1,0,0,8,3,1,0,558,20,6,4,0.5,0.5,0.4,15,2,326,461,70.7,30,271,16,11,7,6993,3003,101,123,82.1,163,203,80.3,58,117,49.6,0.7,6,25,13,8,414,45,11,1,5,26,18,1,1,0,0,2,5,13,12,6,2,6,12,50.0,6,1,3,26,31,1,56,229,198,136,25,558,63.6,4,36.4,1675,782,19,4,14,6,323,30,0,12,9,2,0,0,0,62,29,24,54.7,2,1,0,0,11,4,3,0,613,10,7,4,1.3,1.3,0.5,15,2,396,510,77.6,42,352,20,12,6,7617,2717,167,188,88.8,157,184,85.3,58,110,52.7,0.5,7,36,7,3,457,51,14,0,9,21,21,6,1,2,0,2,6,8,4,4,2,4,11,36.4,7,2,2,17,33,1,49,162,291,169,17,613,50.0,6,50.0,1636,863,20,4,17,14,394,42,0,9,12,2,0,0,0,60,24,29,45.3
West Ham United,Southampton,2018-03-31,3,2,0,0,12,5,0,0,539,19,16,9,1.4,1.4,0.9,19,5,293,433,67.7,30,253,16,16,9,5631,2293,119,156,76.3,125,168,74.4,42,87,48.3,0.3,9,20,3,2,367,65,16,1,5,17,38,5,3,0,0,1,15,12,14,5,0,7,19,36.8,12,4,5,35,23,1,46,168,251,127,16,539,56.3,7,43.8,1608,704,12,6,9,10,290,30,0,9,16,1,0,0,0,53,20,16,55.6,0,0,0,0,9,0,3,0,564,17,10,14,0.5,0.5,0.5,17,0,320,447,71.6,39,296,10,19,12,5467,2213,156,185,84.3,119,158,75.3,35,81,43.2,0.5,9,25,6,2,394,53,10,1,0,19,22,9,5,3,0,0,7,12,11,6,0,7,16,43.8,9,3,11,27,32,2,45,138,289,145,12,564,63.2,7,36.8,1704,755,20,2,16,12,318,39,0,16,9,0,0,0,0,57,16,20,44.4
Newcastle United,Huddersfield Town,2018-03-31,1,1,0,0,18,3,1,0,768,16,15,6,2.4,2.4,1.6,31,2,499,633,78.8,54,452,22,19,4,8545,3077,224,260,86.2,213,243,87.7,46,86,53.5,1.5,12,43,6,3,583,47,9,2,2,17,30,3,1,0,1,3,18,11,6,9,1,5,11,45.5,6,2,4,31,30,0,44,170,442,162,22,768,21.1,15,78.9,2109,1007,12,7,23,9,493,54,0,9,10,3,0,0,0,73,18,16,52.9,0,0,0,0,4,0,4,0,510,24,16,20,0.1,0.1,0.1,8,0,240,376,63.8,22,219,9,11,6,4447,2225,137,182,75.3,65,109,59.6,36,75,48.0,0.3,3,27,3,2,323,52,12,0,2,13,22,3,0,1,2,1,7,18,10,12,2,15,19,78.9,4,6,14,40,36,2,55,192,206,117,10,510,54.5,5,45.5,1086,587,12,4,18,11,235,20,0,10,9,1,0,0,0,53,16,18,47.1
Watford,Bournemouth,2018-03-31,2,2,0,0,16,5,4,0,575,18,14,12,0.7,0.7,0.4,22,4,342,472,72.5,53,310,17,17,9,6154,2524,174,210,82.9,102,131,77.9,54,103,52.4,1.0,8,25,16,2,424,45,9,0,0,24,21,7,1,5,0,3,10,12,6,9,3,9,18,50.0,9,3,9,32,12,1,51,135,246,204,25,575,52.9,8,47.1,1396,581,13,4,10,12,336,50,0,16,6,3,0,1,0,63,15,20,42.9,2,1,1,1,12,5,0,0,600,20,7,14,1.8,1.0,0.9,24,3,362,473,76.5,35,271,15,18,9,7187,2892,152,187,81.3,150,182,82.4,56,92,60.9,0.9,10,24,5,1,420,49,16,0,0,16,20,4,1,2,0,4,11,13,14,2,4,8,17,47.1,9,7,7,27,40,0,86,259,234,111,23,599,50.0,9,50.0,1532,684,8,7,17,9,359,35,0,6,13,4,0,0,0,48,20,15,57.1
Everton,Manchester City,2018-03-31,1,1,0,0,6,2,0,0,318,13,10,13,0.9,0.9,0.8,10,2,151,234,64.5,16,129,7,7,4,3417,1515,57,66,86.4,49,72,68.1,37,77,48.1,0.5,5,18,4,2,187,45,10,0,1,15,14,2,1,0,1,2,6,10,8,4,1,8,17,47.1,9,6,7,23,23,0,56,129,106,85,9,318,57.1,3,42.9,609,219,2,2,9,5,149,16,0,10,7,2,0,0,0,36,12,10,54.5,3,3,0,0,18,4,0,0,1089,8,4,5,1.5,1.5,1.4,35,6,923,1009,91.5,60,663,27,17,9,13862,4055,504,526,95.8,328,353,92.9,51,76,67.1,1.6,16,53,14,1,961,45,12,5,8,12,14,11,1,1,0,3,8,6,3,5,0,3,7,42.9,4,0,5,12,14,0,54,261,547,285,35,1089,52.9,8,47.1,3267,1801,27,9,17,5,919,60,0,8,10,3,0,0,0,44,10,12,45.5
Arsenal,Stoke City,2018-04-01,3,0,2,2,22,9,1,0,789,16,11,9,3.7,2.1,1.7,43,5,574,690,83.2,47,538,29,13,10,9256,3262,286,328,87.2,231,262,88.2,37,62,59.7,1.6,16,34,14,2,641,46,14,1,0,16,18,6,3,0,0,3,6,9,8,8,0,6,13,46.2,7,2,7,27,13,0,63,225,393,180,36,787,76.9,3,23.1,2633,1441,18,2,15,8,572,47,0,9,13,3,2,0,0,56,23,26,46.9,0,0,0,0,8,2,2,0,414,11,10,11,0.4,0.4,0.4,15,0,200,316,63.3,27,175,12,13,7,3781,1842,86,110,78.2,74,105,70.5,29,71,40.8,0.4,6,22,5,0,265,48,10,0,1,17,21,5,4,1,0,3,10,6,5,3,3,3,13,23.1,10,5,6,21,19,1,57,133,162,126,16,414,53.8,6,46.2,1082,596,11,4,15,10,196,26,0,13,9,3,0,2,0,49,26,23,53.1
Chelsea,Tottenham Hotspur,2018-04-01,1,1,0,0,14,4,0,0,655,27,20,3,1.0,1.0,0.9,24,2,411,545,75.4,43,354,27,16,10,7508,2749,165,208,79.3,173,202,85.6,48,81,59.3,1.2,10,34,14,4,489,52,14,2,11,21,21,5,1,2,0,4,17,21,10,13,4,6,16,37.5,10,2,1,47,16,0,53,212,279,167,31,655,62.5,6,37.5,2003,998,15,8,15,14,405,43,0,4,11,4,0,0,0,67,13,13,50.0,3,2,0,0,12,6,1,0,712,20,20,15,1.6,1.6,0.8,23,5,464,576,80.6,47,361,14,16,10,8763,2962,181,204,88.7,223,261,85.4,54,93,58.1,0.7,8,38,5,1,527,46,8,1,1,14,25,5,3,1,1,3,2,16,8,8,4,6,16,37.5,10,3,12,40,32,1,75,233,311,175,12,712,62.5,6,37.5,1866,890,12,4,17,21,462,47,0,11,4,3,0,0,0,63,13,13,50.0
Everton,Liverpool,2018-04-07,0,0,0,0,6,1,0,0,515,16,11,10,0.6,0.6,0.5,11,0,274,406,67.5,27,221,10,4,4,5431,1971,117,141,83.0,113,146,77.4,40,93,43.0,0.4,5,28,8,1,353,49,7,0,7,15,27,3,3,0,0,4,12,9,7,6,3,4,12,33.3,8,3,7,27,32,1,64,162,230,131,13,515,100.0,0,0.0,1189,612,5,1,18,12,271,27,0,12,7,4,0,0,0,46,25,23,52.1,0,0,0,0,10,3,0,0,733,12,5,12,0.9,0.9,0.2,15,0,499,639,78.1,54,344,20,12,8,9276,3196,197,217,90.8,231,280,82.5,59,108,54.6,0.6,6,39,10,1,585,53,14,1,1,17,29,2,0,2,0,1,8,8,6,5,1,0,4,0.0,4,1,11,17,20,0,49,181,386,171,26,733,66.7,4,33.3,1848,982,6,2,20,12,496,53,0,7,12,1,0,0,0,47,23,25,47.9
Stoke City,Tottenham Hotspur,2018-04-07,1,0,0,0,10,4,4,0,423,24,16,12,1.4,1.4,0.8,17,2,188,310,60.6,21,192,11,15,8,3580,1867,83,104,79.8,68,101,67.3,30,82,36.6,1.1,6,19,6,3,254,54,10,0,1,20,25,6,6,0,0,2,7,15,13,11,0,11,28,39.3,17,6,6,40,28,1,59,140,177,110,15,423,53.3,7,46.7,921,450,8,3,13,8,182,20,0,19,8,2,0,0,0,56,13,22,37.1,2,2,0,0,15,4,3,0,698,15,10,5,1.7,1.7,1.4,26,4,476,588,81.0,50,344,21,28,17,8572,3425,200,225,88.9,224,257,87.2,46,87,52.9,1.1,9,36,9,1,533,52,18,0,1,13,19,3,1,1,0,3,6,13,7,5,3,7,15,46.7,8,1,4,25,29,2,53,194,344,169,19,698,60.7,11,39.3,1937,938,15,4,14,13,469,49,0,8,19,3,0,0,0,61,22,13,62.9
Leicester City,Newcastle United,2018-04-07,1,1,0,0,8,1,1,0,680,9,10,12,1.4,1.4,1.4,16,2,450,584,77.1,66,373,22,16,10,9358,2985,159,188,84.6,210,248,84.7,77,124,62.1,1.6,8,46,6,3,524,57,17,2,8,33,24,7,3,4,0,3,9,7,5,2,2,6,10,60.0,4,1,11,19,15,1,29,155,352,183,20,680,62.5,5,31.3,2432,1158,15,5,17,7,443,65,0,7,14,3,0,0,0,54,30,24,55.6,2,2,0,0,8,4,3,0,422,13,14,5,0.4,0.4,0.2,10,3,183,313,58.5,22,174,10,10,4,3404,1789,75,99,75.8,74,109,67.9,24,72,33.3,0.3,5,19,2,1,256,54,9,2,2,11,27,5,4,1,0,3,12,6,10,3,0,5,15,33.3,10,1,4,27,32,0,56,181,164,82,5,422,40.0,6,60.0,899,508,9,2,15,3,181,22,0,14,7,3,0,0,0,54,24,30,44.4
Watford,Burnley,2018-04-07,1,0,0,0,14,5,2,0,593,9,9,3,1.2,1.2,0.7,25,2,346,500,69.2,39,310,13,13,11,5741,2205,172,200,86.0,121,162,74.7,34,98,34.7,1.0,11,27,12,5,440,57,13,1,8,31,27,11,3,4,0,3,14,4,5,2,2,0,3,0.0,3,1,2,18,22,4,43,173,240,185,23,593,84.6,2,15.4,1558,761,11,2,20,11,344,38,0,18,12,3,0,0,0,58,30,32,48.4,2,1,0,0,7,4,2,0,453,13,16,13,1.0,1.0,0.4,14,4,202,330,61.2,13,186,10,3,3,4503,1913,71,92,77.2,90,123,73.2,41,104,39.4,0.5,3,18,1,1,278,50,21,0,3,9,21,1,0,0,0,2,2,8,5,7,1,2,13,15.4,11,5,8,29,52,0,78,197,180,79,12,453,100.0,0,0.0,886,463,3,2,11,9,198,13,0,12,18,2,0,0,0,39,32,30,51.6
Brighton & Hove Albion,Huddersfield Town,2018-04-07,0,0,0,0,13,4,1,1,518,17,8,10,1.5,1.5,1.5,26,0,268,410,65.4,34,228,15,16,9,5086,2474,108,150,72.0,92,126,73.0,47,94,50.0,1.5,12,23,8,3,354,53,10,3,3,15,26,5,1,4,0,3,9,12,7,10,0,3,13,23.1,10,5,5,25,30,1,63,169,222,128,23,518,56.3,7,43.8,1163,573,7,4,14,12,266,34,0,13,7,3,0,0,0,56,34,32,51.5,1,0,0,0,15,5,0,0,672,19,11,11,1.5,1.5,0.7,29,1,435,573,75.9,52,265,20,13,10,7986,3090,191,226,84.5,189,227,83.3,47,97,48.5,0.7,12,39,5,4,520,50,16,0,3,25,18,3,2,0,1,3,6,12,6,12,1,7,16,43.8,9,3,8,30,19,0,57,203,314,162,22,672,76.9,3,23.1,1696,770,12,1,14,14,431,52,0,7,13,3,0,0,1,52,32,34,48.5
Bournemouth,Crystal Palace,2018-04-07,2,2,0,0,21,5,2,0,641,7,9,9,2.0,2.0,1.8,33,3,422,547,77.1,55,358,30,20,7,8496,3379,151,184,82.1,195,241,80.9,69,100,69.0,1.1,16,40,17,8,489,55,9,0,4,39,26,11,3,6,0,3,11,5,5,1,1,4,15,26.7,11,4,5,16,15,1,50,184,286,176,30,641,35.0,13,65.0,2103,1108,18,4,11,2,415,53,0,8,9,3,0,0,0,57,18,16,52.9,2,1,0,0,13,6,2,0,610,15,23,11,1.1,1.1,1.0,24,4,374,481,77.8,42,319,29,15,11,6220,2067,189,215,87.9,124,145,85.5,43,88,48.9,0.7,10,32,9,2,439,41,10,1,2,16,16,3,1,2,0,1,8,11,10,4,1,13,20,65.0,7,4,7,38,38,0,69,205,245,171,32,610,73.3,4,26.7,1954,1116,17,13,15,3,371,42,0,9,8,1,0,0,0,57,16,18,47.1
West Bromwich Albion,Swansea City,2018-04-07,1,1,0,0,15,3,3,0,639,13,11,10,1.2,1.2,0.9,23,2,430,541,79.5,38,424,19,15,12,8102,2830,177,196,90.3,183,220,83.2,61,95,64.2,1.4,9,41,7,3,487,48,6,0,2,25,29,5,5,0,0,6,9,7,6,5,2,5,16,31.3,11,1,9,24,21,0,44,150,342,152,24,639,80.0,3,20.0,2339,1197,17,2,14,10,422,37,0,15,5,6,0,0,0,52,19,23,45.2,1,1,0,0,7,1,2,0,591,13,6,14,0.8,0.8,0.8,11,1,381,493,77.3,38,323,19,16,11,6699,2328,186,207,89.9,138,169,81.7,45,90,50.0,0.4,6,30,2,0,440,52,21,0,9,13,20,1,1,0,0,1,10,11,8,5,0,3,15,20.0,12,8,6,19,28,1,66,217,259,119,7,591,68.8,5,31.3,1797,1034,8,3,10,8,380,38,0,5,13,1,0,0,0,38,23,19,54.8
Manchester City,Manchester United,2018-04-07,2,2,0,0,20,6,6,0,730,11,7,11,2.7,2.7,2.6,38,3,549,642,85.5,58,497,35,14,11,9177,2872,275,290,94.8,213,248,85.9,48,78,61.5,2.5,17,34,15,2,592,50,10,6,5,16,23,8,0,8,0,0,8,6,7,2,2,6,22,27.3,16,0,11,18,15,0,49,178,384,177,34,730,78.6,3,21.4,3078,1660,26,5,14,8,544,58,0,17,8,0,0,0,0,46,10,10,50.0,3,3,0,0,5,4,3,0,459,11,22,11,1.1,1.1,1.1,10,6,264,354,74.6,19,230,7,22,16,4433,1752,145,158,91.8,76,92,82.6,29,71,40.8,0.8,5,16,3,1,299,53,16,3,2,13,17,4,1,2,0,2,12,6,6,5,0,3,14,21.4,11,4,7,33,15,0,69,155,208,102,8,459,72.7,6,27.3,1226,581,7,2,16,5,260,19,0,9,17,2,0,0,0,46,10,10,50.0
Arsenal,Southampton,2018-04-08,3,3,0,0,13,7,2,1,857,11,8,13,1.6,1.6,1.5,26,6,626,751,83.4,52,573,16,7,3,10190,2793,313,351,89.2,256,296,86.5,40,69,58.0,1.5,11,54,7,1,701,49,8,2,2,18,24,8,3,4,0,1,11,6,6,3,2,3,7,42.9,4,4,9,19,31,2,62,194,410,255,17,857,42.9,4,57.1,2407,1249,24,3,12,8,623,52,0,11,7,1,0,0,0,51,23,23,50.0,2,2,0,0,15,7,1,1,523,12,22,10,2.0,2.0,1.7,23,4,289,418,69.1,32,247,10,7,4,5203,2099,129,149,86.6,116,156,74.4,30,78,38.5,1.4,11,24,6,2,370,46,12,1,5,23,19,6,5,1,0,2,9,7,6,4,2,4,7,57.1,3,2,8,34,26,0,49,154,223,149,22,523,57.1,3,42.9,1059,525,6,3,15,8,286,32,0,7,11,2,0,0,0,57,23,23,50.0
Chelsea,West Ham United,2018-04-08,1,1,0,0,23,6,0,0,772,14,11,17,1.9,1.9,1.8,44,2,542,650,83.4,69,465,39,23,14,9006,3536,241,269,89.6,213,250,85.2,51,74,68.9,2.4,21,49,18,6,600,48,13,1,3,25,20,10,1,5,0,2,10,11,6,7,1,4,11,36.4,7,3,14,25,20,1,50,186,336,262,47,772,60.9,9,39.1,2745,1544,25,9,21,8,540,68,0,7,11,2,0,0,0,66,26,7,78.8,1,1,0,0,5,2,1,0,543,17,15,15,0.3,0.3,0.3,10,2,324,443,73.1,33,259,9,11,7,6269,2184,121,139,87.1,152,182,83.5,42,97,43.3,0.4,5,30,4,0,396,45,8,6,1,15,14,6,3,2,0,2,17,12,13,2,2,9,23,39.1,14,6,9,32,20,0,80,196,265,90,7,543,63.6,4,36.4,1622,693,8,2,12,10,320,33,0,11,7,2,0,0,0,70,7,26,21.2
Southampton,Chelsea,2018-04-14,2,2,0,0,10,7,5,0,533,14,15,18,1.0,1.0,1.0,16,4,305,427,71.4,24,310,16,11,8,5277,2056,155,173,89.6,116,150,77.3,30,81,37.0,0.9,8,20,1,1,371,55,16,2,4,20,25,4,3,1,0,1,14,12,6,5,3,5,20,25.0,15,8,10,29,30,0,55,149,267,121,14,533,72.7,3,27.3,1220,628,8,4,10,8,305,24,0,13,12,1,0,0,0,56,11,23,32.4,3,2,0,0,17,5,3,0,681,11,13,12,0.8,0.8,0.6,31,6,458,584,78.4,54,435,27,20,15,7552,2563,218,247,88.3,190,228,83.3,32,66,48.5,1.2,14,32,7,2,526,56,14,0,3,25,28,7,1,2,0,2,11,8,6,3,2,3,11,27.3,8,1,11,24,19,0,49,206,262,222,22,681,75.0,5,25.0,2368,1270,21,5,12,9,453,53,0,14,12,2,0,0,0,56,23,11,67.6
Crystal Palace,Brighton & Hove Albion,2018-04-14,3,1,0,0,15,7,3,0,535,12,9,8,2.2,2.2,0.7,27,4,301,401,75.1,37,295,17,18,12,5230,2518,170,194,87.6,86,114,75.4,31,69,44.9,0.6,10,24,9,0,346,52,16,0,0,12,16,5,4,0,0,3,3,8,5,7,0,4,12,33.3,8,2,6,21,39,1,54,161,222,157,24,535,66.7,6,33.3,1394,736,16,6,21,8,294,37,0,12,16,3,0,0,0,57,18,20,47.4,2,2,0,0,12,3,2,0,514,14,8,8,1.5,1.5,1.5,20,3,283,410,69.0,34,243,15,12,8,5719,2247,125,152,82.2,88,118,74.6,60,115,52.2,0.7,11,23,6,3,345,64,15,0,8,30,30,6,2,4,0,1,11,6,6,6,2,6,18,33.3,12,6,2,22,28,0,47,169,220,131,19,514,66.7,4,33.3,1587,902,7,1,15,8,280,34,0,16,10,1,0,0,0,55,20,18,52.6
Huddersfield Town,Watford,2018-04-14,1,1,0,0,9,1,2,0,533,18,16,4,0.8,0.8,0.7,15,1,283,427,66.3,41,243,19,9,3,5126,2177,138,179,77.1,90,128,70.3,42,91,46.2,0.7,7,30,5,2,368,57,9,0,4,24,29,9,5,1,1,2,13,10,5,9,4,2,7,28.6,5,2,2,34,22,0,56,124,253,159,16,533,33.3,6,66.7,1378,698,16,5,13,14,279,40,0,9,7,2,0,0,0,55,21,19,52.5,0,0,0,0,4,2,2,0,551,20,7,15,0.2,0.2,0.2,8,0,314,445,70.6,32,234,3,7,5,5497,2295,157,188,83.5,114,146,78.1,35,99,35.4,0.4,4,22,8,0,390,54,11,3,4,11,27,6,4,2,0,1,3,16,10,8,2,6,9,66.7,3,5,10,27,38,0,63,182,272,100,12,551,71.4,2,28.6,1188,496,7,0,11,16,309,31,0,8,8,1,0,0,0,43,19,21,47.5
Burnley,Leicester City,2018-04-14,2,1,0,0,8,3,2,0,438,14,7,10,0.9,0.9,0.7,12,3,195,337,57.9,23,163,9,11,8,3587,1704,87,116,75.0,66,96,68.8,32,98,32.7,0.4,6,15,4,1,284,53,11,2,3,12,31,4,1,3,0,0,6,10,7,7,0,7,16,43.8,9,5,5,21,38,0,62,168,194,82,11,438,72.7,3,27.3,733,406,10,2,13,8,194,23,0,9,9,0,0,0,0,46,27,27,50.0,1,1,0,0,15,6,1,0,604,11,8,8,1.9,1.9,1.7,28,2,362,516,70.2,31,287,23,16,9,6192,2327,180,218,82.6,124,157,79.0,42,104,40.4,1.6,10,32,13,6,458,57,8,2,7,34,31,8,5,0,0,1,12,6,9,2,0,3,11,27.3,8,3,5,19,19,0,42,170,275,166,27,604,56.3,7,43.8,1947,1015,16,6,11,7,356,30,0,10,9,1,0,0,0,57,27,27,50.0
